date,year,month,site_region,commissioning_date_yyyymm,planned_uptime_in_percent,planned_energy_from_pv_in_kwh,planned_energy_from_hydro_in_kwh,planned_energy_from_dg_in_kwh,planned_total_energy_produced_in_kwh,planned_fuel_consumption_liters,expected_energy_from_pv_in_kwh,actual_irradiation_w2,actual_uptime_in_percent,actual_energy_from_pv_kwh,actual_energy_from_hydro_kwh,actual_energy_from_dg_kwh,actual_total_energy_produced_in_kwh,actual_fuel_consumption_liters,actual_energy_exported_to_dn_kwh,actual_ref,actual_ur,actual_distribution_losses,actual_energy_consumption_kwh
2020-02-04,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,4315,142.07,100,119,0,0,119,0,30,100,1,-100,NA
2020-02-05,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,2916,95.99,100,122,0,0,122,0,40,100,1,-100,NA
2020-02-06,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,4919,161.93,100,202,0,0,202,0,1040,100,19,-100,NA
2020-02-07,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,7743,254.9,100,193,0,0,193,0,940,100,18,-100,NA
2020-02-08,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,7849,258.39,100,217,0,0,217,0,1220,100,23,-100,NA
2020-02-09,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,7784,256.25,100,196,0,0,196,0,1160,100,22,-100,NA
2020-02-10,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,8628,284.06,100,184,0,41,225,0,1130,82,21,-100,NA
2020-02-11,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,7950,261.74,100,207,0,0,207,0,1240,100,23,-100,NA
2020-02-12,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,6789,223.49,100,228,0,0,228,0,1330,100,25,-100,NA
2020-02-13,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,5055,166.43,100,224,0,0,224,0,1390,100,26,-100,NA
2020-02-14,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,4762,156.76,100,250,0,0,250,0,1390,100,26,-100,NA
2020-02-15,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,3762,123.84,100,230,0,0,230,0,1370,100,26,-100,NA
2020-02-16,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,5613,184.78,100,239,0,0,239,0,1480,100,28,-100,NA
2020-02-17,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,8006,263.56,100,233,0,0,233,0,1430,100,27,-100,NA
2020-02-18,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,4334,142.69,100,221,0,0,221,0,1190,100,22,-100,NA
2020-02-19,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,5303,174.59,100,186,0,0,186,0,830,100,16,-100,NA
2020-02-20,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,3932,129.46,100,215,0,0,215,0,1260,100,24,-100,NA
2020-02-21,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,5399,177.76,100,231,0,0,231,0,1280,100,24,-100,NA
2020-02-22,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,6616,217.8,100,163,0,0,163,0,760,100,14,-100,NA
2020-02-23,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,5462,179.83,100,236,0,0,236,0,1340,100,25,-100,NA
2020-02-24,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,1787,58.83,100,222,0,0,222,0,1280,100,24,-100,NA
2020-02-25,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,6366,209.58,100,236,0,0,236,0,1360,100,25,-100,NA
2020-02-26,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,7779,256.1,100,232,0,0,232,0,1340,100,25,-100,NA
2020-02-27,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,3541,116.58,100,230,0,0,230,0,1310,100,25,-100,NA
2020-02-28,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,1767,58.18,100,220,0,0,220,0,1230,100,23,-100,NA
2020-02-29,2020,2,S1,Feb-2020,100,4095,0,1696,5791,475,6823,224.61,100,239,0,0,239,0,1380,100,26,-100,NA
2020-03-01,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,8271,272.3,100,214,0,0,214,0,1310,100,25,-100,NA
2020-03-02,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,4459,146.81,100,207,0,0,207,0,1000,100,19,-100,NA
2020-03-03,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,3822,125.83,100,252,0,0,252,0,1510,100,28,-100,NA
2020-03-04,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,4402,144.93,100,192,0,265.2,457.2,60,7521,42,141,-100,NA
2020-03-05,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,4098,134.92,100,250,0,0,250,0,157,100,3,-100,NA
2020-03-06,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,5019,165.23,100,276,0,0,276,0,159,100,3,-100,NA
2020-03-07,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,7804,256.93,100,218,0,1,219,0,136,100,3,-100,NA
2020-03-08,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,5529,182.04,100,289,0,0,289,0,183,100,3,-100,NA
2020-03-09,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,5259,173.14,100,301,0,0.3,301.3,0,189,100,4,-100,NA
2020-03-10,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,5448,179.35,100,274,0,0,274,0,198,100,4,-100,NA
2020-03-11,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,7400,243.62,100,226,0,0,226,0,157,100,3,-100,NA
2020-03-12,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,4234,139.38,100,200,0,0,200,0,141,100,3,-100,NA
2020-03-13,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,4962,163.35,100,123,0,0,123,0,73,100,1,-100,NA
2020-03-14,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,5631,185.39,100,295,0,0,295,0,86,100,2,-100,NA
2020-03-15,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,8504,279.95,100,294,0,0,294,0,187,100,4,-100,NA
2020-03-16,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,6091,200.53,100,275,0,0,275,0,188,100,4,-100,NA
2020-03-17,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,6043,198.93,100,323,0,0,323,0,182,100,3,-100,NA
2020-03-18,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,1267,41.7,100,304,0,0,304,0,203,100,4,-100,NA
2020-03-19,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,4389,144.5,100,315,0,0,315,0,218,100,4,-100,NA
2020-03-20,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,8772,288.8,100,381,0,0,381,0,250,100,5,-100,NA
2020-03-21,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,4953,163.05,100,414,0,0,414,0,285,100,5,-100,NA
2020-03-22,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,6581,216.66,100,416,0,0,416,0,309,100,6,-100,NA
2020-03-23,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,8498,279.78,100,401,0,0,401,0,301,100,6,-100,NA
2020-03-24,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,6092,200.57,100,423,0,0,423,0,328,100,6,-100,NA
2020-03-25,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,3561,117.22,100,466,0,0,466,0,322,100,6,-100,NA
2020-03-26,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,5778,190.23,100,469,0,0,469,0,357,100,7,-100,NA
2020-03-27,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,2641,86.94,100,525,0,0,525,0,373,100,7,-100,NA
2020-03-28,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,5221,171.89,100,539,0,0,539,0,393,100,7,-100,NA
2020-03-29,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,4180,137.6,100,519,0,0,519,0,415,100,8,-100,NA
2020-03-30,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,6077,200.06,100,551,0,0,551,0,412,100,8,-100,NA
2020-03-31,2020,3,S1,Feb-2020,100,4095,0,1696,5791,475,5078,167.19,100,498,0,0,498,0,423,100,8,-100,NA
2020-04-01,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,5633,185.46,100,513,0,0,513,0,365,100,7,-100,NA
2020-04-02,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,6971,229.5,100,538,0,0,538,0,400,100,7,-100,NA
2020-04-03,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,3455,113.75,100,528,0,0,528,0,416,100,8,-100,NA
2020-04-04,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,6163,202.9,100,554,0,0,554,0,416,100,8,-100,NA
2020-04-05,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,7024,231.25,100,552,0,0,552,0,423,100,8,-100,NA
2020-04-06,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,5061,166.62,100,531,0,0,531,0,422,100,8,-100,NA
2020-04-07,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,7727,254.4,100,563,0,0,563,0,417,100,8,-100,NA
2020-04-08,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,5925,195.07,100,552,0,0,552,0,436,100,8,-100,NA
2020-04-09,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,7081,233.11,100,575,0,0,575,0,433,100,8,-100,NA
2020-04-10,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,3860,127.07,100,567,0,0,567,0,438,100,8,-100,NA
2020-04-11,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,8996,296.17,100,580,0,0,580,0,444,100,8,-100,NA
2020-04-12,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,5977,196.76,100,532,0,0,532,0,442,100,8,-100,NA
2020-04-13,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,6818,224.46,100,600,0,0,600,0,443,100,8,-100,NA
2020-04-14,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,3954,130.17,100,569,0,0,569,0,442,100,8,-100,NA
2020-04-15,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,5697,187.57,100,596,0,0,596,0,448,100,8,-100,NA
2020-04-16,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,7480,246.24,100,576,0,0,576,0,459,100,9,-100,NA
2020-04-17,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,4578,150.7,100,578,0,0,578,0,454,100,9,-100,NA
2020-04-18,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,4492,147.89,100,511,0,0,511,0,469,100,9,-100,NA
2020-04-19,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,3584,117.99,100,617,0,0,617,0,385,100,7,-100,NA
2020-04-20,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,4233,139.36,100,624,0,0,624,0,484,100,9,-100,NA
2020-04-21,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,6412,211.1,100,610,0,0,610,0,498,100,9,-100,NA
2020-04-22,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,1526,50.24,100,596,0,0,596,0,487,100,9,-100,NA
2020-04-23,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,5893,194.02,100,651,0,0,651,0,491,100,9,-100,NA
2020-04-24,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,6850,225.51,100,628,0,0,628,0,495,100,9,-100,NA
2020-04-25,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,6412,211.09,100,627,0,0,627,0,493,100,9,-100,NA
2020-04-26,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,4415,145.36,100,625,0,0,625,0,498,100,9,-100,NA
2020-04-27,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,4678,154,100,627,0,0,627,0,496,100,9,-100,NA
2020-04-28,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,4864,160.14,100,631,0,0,631,0,485,100,9,-100,NA
2020-04-29,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,2963,97.56,100,646,0,0,646,0,510,100,10,-100,NA
2020-04-30,2020,4,S1,Feb-2020,100,4095,0,1696,5791,475,5310,174.8,100,607,0,0,607,0,511,100,10,-100,NA
2020-05-01,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,6925,227.99,100,616,0,0,616,0,474,100,9,-100,NA
2020-05-02,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,3062,100.82,100,642,0,0,642,0,490,100,9,-100,NA
2020-05-03,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,5581,183.72,100,615,0,0,615,0,503,100,9,-100,NA
2020-05-04,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,6824,224.66,100,632,0,0,632,0,495,100,9,-100,NA
2020-05-05,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,5359,176.43,100,635,0,0,635,0,502,100,9,-100,NA
2020-05-06,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,6071,199.87,100,623,0,0,623,0,505,100,9,-100,NA
2020-05-07,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,5888,193.84,100,639,0,0,639,0,492,100,9,-100,NA
2020-05-08,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,8473,278.93,100,632,0,0,632,0,513,100,10,-100,NA
2020-05-09,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,7326,241.19,100,663,0,0,663,0,510,100,10,-100,NA
2020-05-10,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,3974,130.84,100,635,0,0,635,0,534,100,10,-100,NA
2020-05-11,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,4474,147.28,100,691,0,0,691,0,544,100,10,-100,NA
2020-05-12,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,4000,131.69,100,656,0,0,656,0,529,100,10,-100,NA
2020-05-13,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,4407,145.08,100,698,0,0,698,0,546,100,10,-100,NA
2020-05-14,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,5495,180.91,100,669,0,0,669,0,546,100,10,-100,NA
2020-05-15,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,5662,186.39,100,662,0,0,662,0,531,100,10,-100,NA
2020-05-16,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,6205,204.29,100,692,0,0,692,0,538,100,10,-100,NA
2020-05-17,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,4868,160.25,100,663,0,0,663,0,557,100,10,-100,NA
2020-05-18,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,7628,251.14,100,660,0,0,660,0,528,100,10,-100,NA
2020-05-19,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,4941,162.68,100,685,0,0,685,0,541,100,10,-100,NA
2020-05-20,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,6028,198.44,100,689,0,0,689,0,553,100,10,-100,NA
2020-05-21,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,4768,156.97,100,695,0,0,695,0,544,100,10,-100,NA
2020-05-22,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,6849,225.49,100,661,0,0,661,0,559,100,10,-100,NA
2020-05-23,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,7908,260.33,100,699,0,0,699,0,532,100,10,-100,NA
2020-05-24,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,8287,272.82,100,649,0,0,649,0,554,100,10,-100,NA
2020-05-25,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,5982,196.95,100,718,0,0,718,0,528,100,10,-100,NA
2020-05-26,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,7152,235.45,100,674,0,0,674,0,573,100,11,-100,NA
2020-05-27,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,7135,234.88,100,704,0,0,704,0,546,100,10,-100,NA
2020-05-28,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,7392,243.35,100,701,0,0,701,0,564,100,11,-100,NA
2020-05-29,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,6545,215.48,100,698,0,0,698,0,577,100,11,-100,NA
2020-05-30,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,7813,257.21,100,703,0,0,703,0,570,100,11,-100,NA
2020-05-31,2020,5,S1,Feb-2020,100,4095,0,1696,5791,475,7904,260.21,100,678,0,0,678,0,563,100,11,-100,NA
2020-06-01,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,7866,258.97,100,878,0,0,878,0,584,100,11,-100,NA
2020-06-02,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,7804,256.93,100,911,0,0,911,0,733,100,14,-100,NA
2020-06-03,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,7574,249.34,100,911,0,0,911,0,783,100,15,-100,NA
2020-06-04,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,6418,211.3,100,1003,0,0,1003,0,869,100,16,-100,NA
2020-06-05,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,7889,259.72,100,1094,0,0,1094,0,913,100,17,-100,NA
2020-06-06,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,8308,273.5,100,1057,0,0,1057,0,887,100,17,-100,NA
2020-06-07,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,5926,195.09,100,1055,0,0,1055,0,898,100,17,-100,NA
2020-06-08,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,4257,140.14,100,1090,0,0,1090,0,895,100,17,-100,NA
2020-06-09,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,5957,196.12,100,1034,0,0,1034,0,879,100,16,-100,NA
2020-06-10,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,2486,81.83,100,1002,0,0,1002,0,903,100,17,-100,NA
2020-06-11,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,2070,68.14,100,1153,0,0,1153,0,920,100,17,-100,NA
2020-06-12,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,6732,221.64,100,1107,0,0,1107,0,914,100,17,-100,NA
2020-06-13,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,6250,205.77,100,1064,0,0,1064,0,900,100,17,-100,NA
2020-06-14,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,4340,142.88,100,1098,0,0,1098,0,922,100,17,-100,NA
2020-06-15,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,6522,214.72,100,1094,0,0,1094,0,911,100,17,-100,NA
2020-06-16,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,6231,205.15,100,1104,0,0,1104,0,923,100,17,-100,NA
2020-06-17,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,7470,245.93,100,1125,0,0,1125,0,921,100,17,-100,NA
2020-06-18,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,4470,147.15,100,1093,0,0,1093,0,876,100,16,-100,NA
2020-06-19,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,4482,147.56,100,1052,0,0,1052,0,894,100,17,-100,NA
2020-06-20,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,5287,174.06,100,1073,0,0,1073,0,893,100,17,-100,NA
2020-06-21,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,4057,133.57,100,1085,0,0,1085,0,925,100,17,-100,NA
2020-06-22,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,2267,74.62,100,1100,0,0,1100,0,934,100,18,-100,NA
2020-06-23,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,4658,153.34,100,1133,0,0,1133,0,929,100,17,-100,NA
2020-06-24,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,6241,205.48,100,1073,0,0,1073,0,909,100,17,-100,NA
2020-06-25,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,7276,239.53,100,1073,0,0,1073,0,901,100,17,-100,NA
2020-06-26,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,3766,123.97,100,1105,0,0,1105,0,911,100,17,-100,NA
2020-06-27,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,5481,180.44,100,1055,0,0,1055,0,912,100,17,-100,NA
2020-06-28,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,5524,181.86,100,1094,0,0,1094,0,927,100,17,-100,NA
2020-06-29,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,8187,269.53,100,1082,0,0,1082,0,907,100,17,-100,NA
2020-06-30,2020,6,S1,Feb-2020,100,4095,0,1696,5791,475,7139,235.03,100,1092,0,0,1092,0,931,100,17,-100,NA
2020-07-01,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,5327,175.38,100,1047,0,0,1047,0,865,100,16,-100,NA
2020-07-02,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,6279,206.72,100,1074,0,0,1074,0,875,100,16,-100,NA
2020-07-03,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,6441,212.06,100,991,0,0,991,0,818,100,15,-100,NA
2020-07-04,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,6770,222.89,100,951,0,0,951,0,800,100,15,-100,NA
2020-07-05,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,6158,202.74,100,979,0,0,979,0,825,100,15,-100,NA
2020-07-06,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,3417,112.48,100,995,0,0,995,0,863,100,16,-100,NA
2020-07-07,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,4778,157.29,100,1080,0,0,1080,0,915,100,17,-100,NA
2020-07-08,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,7007,230.69,100,1090,0,0,1090,0,935,100,18,-100,NA
2020-07-09,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,7402,243.67,100,1125,0,0,1125,0,945,100,18,-100,NA
2020-07-10,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,5686,187.18,100,1128,0,0,1128,0,949,100,18,-100,NA
2020-07-11,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,6835,225.02,100,1102,0,0,1102,0,935,100,18,-100,NA
2020-07-12,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,6888,226.78,100,1130,0,0,1130,0,948,100,18,-100,NA
2020-07-13,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,4715,155.24,100,1073,0,0,1073,0,950,100,18,-100,NA
2020-07-14,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,2180,71.77,100,1158,0,0,1158,0,948,100,18,-100,NA
2020-07-15,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,4630,152.44,100,1098,0,0,1098,0,940,100,18,-100,NA
2020-07-16,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,5092,167.64,100,1143,0,0,1143,0,971,100,18,-100,NA
2020-07-17,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,5659,186.31,100,1146,0,0,1146,0,960,100,18,-100,NA
2020-07-18,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,3081,101.42,100,1138,0,0,1138,0,984,100,18,-100,NA
2020-07-19,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,5556,182.92,100,1187,0,0,1187,0,1003,100,19,-100,NA
2020-07-20,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,6132,201.86,100,1145,0,0,1145,0,978,100,18,-100,NA
2020-07-21,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,2716,89.43,100,1127,0,0,1127,0,994,100,19,-100,NA
2020-07-22,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,4782,157.43,100,1228,0,0,1228,0,1018,100,19,-100,NA
2020-07-23,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,5924,195.04,100,1196,0,0,1196,0,1009,100,19,-100,NA
2020-07-24,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,2624,86.4,100,1187,0,0,1187,0,1007,100,19,-100,NA
2020-07-25,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,5986,197.08,100,1162,0,0,1162,0,1003,100,19,-100,NA
2020-07-26,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,7215,237.53,100,1178,0,0,1178,0,990,100,19,-100,NA
2020-07-27,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,2130,70.12,100,1171,0,0,1171,0,993,100,19,-100,NA
2020-07-28,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,6619,217.91,100,1162,0,0,1162,0,987,100,19,-100,NA
2020-07-29,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,7717,254.05,100,1183,0,0,1183,0,1011,100,19,-100,NA
2020-07-30,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,6860,225.85,100,1153,0,0,1153,0,1009,100,19,-100,NA
2020-07-31,2020,7,S1,Feb-2020,100,4095,0,1696,5791,475,7624,250.98,100,1202,0,0,1202,0,986,100,18,-100,NA
2020-08-01,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,8096,266.54,100,1161,0,0,1161,0,977,100,18,-100,NA
2020-08-02,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,8000,263.38,100,1166,0,0,1166,0,980,100,18,-100,NA
2020-08-03,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,7320,240.98,100,1125,0,0,1125,0,1010,100,19,-100,NA
2020-08-04,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,5739,188.93,100,1253,0,0,1253,0,1007,100,19,-100,NA
2020-08-05,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,4905,161.48,100,1179,0,0,1179,0,1011,100,19,-100,NA
2020-08-06,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,7372,242.69,100,1045,0,0,1045,0,869,100,16,-100,NA
2020-08-07,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,4435,146,100,1120,0,0,1120,0,975,100,18,-100,NA
2020-08-08,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,5101,167.92,100,1220,0,0,1220,0,1018,100,19,-100,NA
2020-08-09,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,5349,176.09,100,1198,0,0,1198,0,1031,100,19,-100,NA
2020-08-10,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,7226,237.9,100,1183,0,0,1183,0,988,100,19,-100,NA
2020-08-11,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,5160,169.88,100,1176,0,0,1176,0,1030,100,19,-100,NA
2020-08-12,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,3294,108.45,100,1160,0,0,1160,0,1042,100,20,-100,NA
2020-08-13,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,6152,202.53,100,1286,0,0,1286,0,1031,100,19,-100,NA
2020-08-14,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,4158,136.9,100,1208,0,0,1208,0,1030,100,19,-100,NA
2020-08-15,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,4212,138.66,100,1170,0,0,1170,0,1016,100,19,-100,NA
2020-08-16,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,6502,214.05,100,1241,0,0,1241,0,1028,100,19,-100,NA
2020-08-17,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,7065,232.6,100,1205,0,0,1205,0,1031,100,19,-100,NA
2020-08-18,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,6325,208.22,100,1175,0,0,1175,0,1033,100,19,-100,NA
2020-08-19,2020,8,S1,Feb-2020,100,4095,0,1696,5791,475,4617,152.01,100,1239,0,0,1239,0,1037,100,19,-100,NA
