date,year,month,site_region,commissioning_date_yyyymm,planned_uptime_in_percent,planned_energy_from_pv_in_kwh,planned_energy_from_hydro_in_kwh,planned_energy_from_dg_in_kwh,planned_total_energy_produced_in_kwh,planned_fuel_consumption_liters,expected_energy_from_pv_in_kwh,actual_irradiation_w2,actual_uptime_in_percent,actual_energy_from_pv_kwh,actual_energy_from_hydro_kwh,actual_energy_from_dg_kwh,actual_total_energy_produced_in_kwh,actual_fuel_consumption_liters,actual_energy_exported_to_dn_kwh,actual_ref,actual_ur,actual_distribution_losses,actual_energy_consumption_kwh
2024-02-28,2024,2,S2,May-2021,100,1002,0,251,1002,70,751.5,134.56,100,502.3,0,0,502.3,0,538,100,71.6,-27,391.4
2024-02-29,2024,2,S2,May-2021,100,1002,0,251,1002,70,751.5,187.44,100,497.9,0,0,497.9,0,504,100,67.1,-29,356.1
2024-03-01,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,48.39,100,453.7,0,0,453.7,0,550,100,73.2,-36,354.3
2024-03-02,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,112.77,100,420.8,0,0,420.8,0,568,100,75.5,-27,413.6
2024-03-03,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,219.42,100,449.5,0,0,449.5,0,512,100,68.1,-21,402.1
2024-03-04,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,302.62,100,447.5,0,0,447.5,0,445,100,59.2,-15,378.4
2024-03-05,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,79.35,100,500.2,0,0,500.2,0,513,100,68.3,-27,373
2024-03-06,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,126.44,100,537,0,0,537,0,540,100,71.9,-29,384.1
2024-03-07,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,109.14,100,475.7,0,0,475.7,0,580,100,77.1,-32,396.7
2024-03-08,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,247.24,100,442.5,0,0,442.5,0,534,100,71.1,-18,436.8
2024-03-09,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,155.96,100,448.8,0,0,448.8,0,403,100,53.7,10,445.2
2024-03-10,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,244.79,100,458.6,0,1.4,460,1.3,422,99.7,56.2,-6,396.9
2024-03-11,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,271.11,100,452.9,0,0,452.9,0,338,100,44.9,5,353.5
2024-03-12,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,184.94,100,464.4,0,0,464.4,0,412,100,54.8,-8,378.3
2024-03-13,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,153.61,100,487.5,0,0,487.5,0,576,100,76.6,-32,392.9
2024-03-14,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,221.99,100,453.5,0,0,453.5,0,360,100,47.9,7,385.7
2024-03-15,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,230.4,100,486.2,0,0,486.2,0,546,100,72.6,-28,394.8
2024-03-16,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,190.38,100,467.7,0,0,467.7,0,548,100,72.9,-24,415.1
2024-03-17,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,235.38,100,452.7,0,0,452.7,0,550,100,73.2,-27,399.9
2024-03-18,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,72.18,100,451,0,0,451,0,558,100,74.3,-28,401.9
2024-03-19,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,192.43,100,453.2,0,0,453.2,0,515,100,68.5,-25,385.8
2024-03-20,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,185.44,100,522.5,0,0,522.5,0,515,100,68.5,-26,382
2024-03-21,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,203.86,100,463.5,0,0,463.5,0,515,100,68.5,-24,NA
2024-03-22,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,84.72,100,452.1,0,0,452.1,0,569,100,75.6,-25,393
2024-03-23,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,124.92,100,443.4,0,0,443.4,0,530,100,70.5,-24,426.4
2024-03-24,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,246.01,100,447.8,0,0,447.8,0,402,100,53.5,-4,401.9
2024-03-25,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,186.61,100,439.6,0,0,439.6,0,399,100,53.1,-4,383.9
2024-03-26,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,226.16,100,464.3,0,0,464.3,0,382,100,50.9,-4,381.8
2024-03-27,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,219.18,100,461.5,0,0,461.5,0,392,100,52.1,-3,368.6
2024-03-28,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,237.2,100,563.2,0,0,563.2,0,420,100,55.8,-2,378.3
2024-03-29,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,153.37,100,401.6,0,0,401.6,0,463,100,61.6,-4,410
2024-03-30,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,179.97,100,397,0,0,397,0,402,100,53.5,-4,446
2024-03-31,2024,3,S2,May-2021,100,1002,0,251,1002,70,751.5,249.93,100,379,0,0,379,0,359,100,47.7,-2,384.5
2024-04-01,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,267.59,100,423.3,0,0,423.3,0,339,100,45.1,4,350.9
2024-04-02,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,140.67,100,411.3,0,0,411.3,5,339,100,45.2,-3,330.1
2024-04-03,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,153.58,100,464.6,0,0,464.6,0,385,100,51.3,-14,330.7
2024-04-04,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,153.58,100,411.2,0,0,411.2,1,385,100,51.2,-3,372.5
2024-04-05,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,260.02,100,459.8,0,0,459.8,0,413,100,55,-10,371.5
2024-04-06,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,50.04,100,426.9,0,0,426.9,0,362,100,48.2,10,399.7
2024-04-07,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,163.2,100,423.3,0,0,423.3,0,375,100,49.9,-6,351.3
2024-04-08,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,252.06,100,425.8,0,0,425.8,0,365,100,48.5,0,363.3
2024-04-09,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,239.91,100,462.8,0,0,462.8,0,388,100,51.6,-9,353.1
2024-04-10,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,232.41,100,501.8,0,0,501.8,0,377,100,50.2,-1,373.1
2024-04-11,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,250.45,100,437.4,0,0,437.4,0,428,100,57,-15,364.4
2024-04-12,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,287.49,100,422.7,0,0,422.7,0,426,100,56.7,-14,365.1
2024-04-13,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,275.28,100,419.1,0,0,419.1,0,379,100,50.4,8,410.3
2024-04-14,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,222.86,100,433,0,0,433,0,360,100,48,2,366.5
2024-04-15,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,121.45,100,414.2,0,0,414.2,0,387,100,51.4,-10,347.5
2024-04-16,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,245.73,100,406.3,0,0,406.3,0,370,100,49.2,1,375.1
2024-04-17,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,197.18,100,464.9,0,0,464.9,0,360,100,47.9,1,363.4
2024-04-18,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,173.51,100,417.7,0,0,417.7,0,363,100,48.3,-3,351.3
2024-04-19,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,264.2,100,429.8,0,0,429.8,0,414,100,55.1,-14,355.5
2024-04-20,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,287.88,100,457.1,0,0,457.1,0,361,100,48,11,399.1
2024-04-21,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,164.49,100,419.5,0,0,419.5,0,386,100,51.4,-10,346.4
2024-04-22,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,280.64,100,430.7,0,0,430.7,0,394,100,52.5,-6,372.4
2024-04-23,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,246.13,100,428.1,0,0,428.1,0,372,100,49.5,3,383.4
2024-04-24,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,237.88,100,441.8,0,0,441.8,0,380,100,50.6,-5,362.4
2024-04-25,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,194.66,100,462.6,0,0,462.6,0,381,100,50.7,-3,367.7
2024-04-26,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,207.34,100,448.3,0,0,448.3,0,411,100,54.6,-9,373.6
2024-04-27,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,230.44,100,449.8,0,0,449.8,0,547,100,72.8,-27,398.5
2024-04-28,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,297.76,100,415.7,0,0,415.7,0,393,100,52.2,-3,379.6
2024-04-29,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,253.8,100,426.5,0,0,426.5,0,395,100,52.5,-5,375.8
2024-04-30,2024,4,S2,May-2021,100,1002,0,251,1002,70,751.5,205.43,100,395.3,0,0,395.3,0,363,100,48.4,5,380.2
2024-05-01,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,218.36,100,438.8,0,0,438.8,0,363,100,48.3,-1,357.8
2024-05-02,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,215.13,100,433.7,0,0,433.7,0,358,100,47.6,-2,352
2024-05-03,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,207.86,100,453.5,0,0,453.5,0,388,100,51.7,-10,350.3
2024-05-04,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,136.43,100,421.4,0,0,421.4,0,395,100,52.6,-4,379.4
2024-05-05,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,181.59,100,457.3,0,0,457.3,0,383,100,50.9,1,385.9
2024-05-06,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,228.45,100,483.3,0,0,483.3,0,397,100,52.8,-8,366.2
2024-05-07,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,114.29,100,414.4,0,0,414.4,0,401,100,53.4,-2,392.1
2024-05-08,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,198.74,100,455.6,0,0,455.6,0,394,100,52.4,-1,391.2
2024-05-09,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,225.67,100,436.7,0,0,436.7,0,377,100,50.2,0,376.4
2024-05-10,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,310.85,100,456.5,0,0,456.5,0,416,100,55.3,-11,368.3
2024-05-11,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,222.21,100,399.4,0,0,399.4,0,375,100,49.9,7,401.2
2024-05-12,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,293.4,100,475.6,0,0,475.6,0,405,100,53.8,-9,366.5
2024-05-13,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,141.09,100,420.6,0,0,420.6,0,387,100,51.5,1,391.3
2024-05-14,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,198.74,100,427,0,0,427,0,365,100,48.6,3,374.6
2024-05-15,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,271.92,100,491.9,0,0,491.9,0,378,100,50.3,-7,350.3
2024-05-16,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,268.45,100,448.4,0,0,448.4,0,386,100,51.4,-6,361.7
2024-05-17,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,239.35,100,396.8,0,0,396.8,5.7,449,100,59.8,-16,376.4
2024-05-18,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,280.26,100,408.8,0,0,408.8,0,375,100,49.9,15,430.6
2024-05-19,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,269.9,100,397.4,0,0,397.4,0,347,100,46.2,4,359.6
2024-05-20,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,263.37,100,378.5,0,0,378.5,0,367,100,48.9,-9,334.9
2024-05-21,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,134.67,100,413.2,0,0,413.2,0,356,100,47.4,0,356
2024-05-22,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,224.17,100,418.6,0,0,418.6,0,341,100,45.4,1,344.1
2024-05-23,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,298.81,100,368.1,0,0,368.1,0,338,100,45,-2,331.4
2024-05-24,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,237.68,100,437.2,0,0,437.2,0,367,100,48.9,-9,333.3
2024-05-25,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,310.91,100,383.7,0,0,383.7,0,335,100,44.6,6,357
2024-05-26,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,220.18,100,397.8,0,0,397.8,0,356,100,47.4,-8,328.2
2024-05-27,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,89.18,100,377.6,0,0,377.6,0,347,100,46.1,0,345
2024-05-28,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,230.79,100,387,0,0,387,0,335,100,44.6,1,337.3
2024-05-29,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,269.91,100,377.5,0,0,377.5,0,330,100,43.9,-1,325.8
2024-05-30,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,203.67,100,440.7,0,0,440.7,0,351,100,46.7,-8,321.5
2024-05-31,2024,5,S2,May-2021,100,1002,0,251,1002,70,751.5,314.2,100,411.6,0,0,411.6,0,358,100,47.6,-4,342.8
2024-06-01,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,190.16,100,378.2,0,0,378.2,0,356,100,47.3,0,354.4
2024-06-02,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,227.78,100,423.3,0,0,423.3,0,367,100,48.9,-5,347.7
2024-06-03,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,220.05,100,421.3,0,0,421.3,0,348,100,46.3,3,357.5
2024-06-04,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,170.45,100,436.4,0,0,436.4,0,367,100,48.9,-8,338.6
2024-06-05,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,213.41,100,444.7,0,0,444.7,0,425,100,56.6,-19,346.1
2024-06-06,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,244.45,100,404.7,0,0,404.7,0,383,100,50.9,1,385.9
2024-06-07,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,186.62,100,417.7,0,0,417.7,0,435,100,57.9,-18,355.9
2024-06-08,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,265.8,100,316.8,0,0,316.8,0,380,100,50.5,4,395.4
2024-06-09,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,298.51,100,553.1,0,0,553.1,0,384,100,51.1,-9,348
2024-06-10,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,296.64,100,387.7,0,0,387.7,0,365,100,48.5,-2,356.6
2024-06-11,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,221.57,100,428.5,0,0,428.5,0,375,100,49.9,-7,349
2024-06-12,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,281.08,100,463.9,0,0,463.9,0,381,100,50.7,-10,341.4
2024-06-13,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,261.76,100,421.2,0,0,421.2,0,382,100,50.8,-7,354.5
2024-06-14,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,286,100,443.7,0,0,443.7,0,419,100,55.8,-12,367.6
2024-06-15,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,304.38,100,395.1,0,0,395.1,0,374,100,49.8,6,398.3
2024-06-16,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,216.52,100,396.3,0,0,396.3,0,370,100,49.3,-5,350.6
2024-06-17,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,159.05,100,413.6,0,0,413.6,0,359,100,47.7,-1,356.6
2024-06-18,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,269.22,100,399.5,0,0,399.5,0,357,100,47.5,-2,350.6
2024-06-19,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,282.54,100,446.7,0,0,446.7,0,387,100,51.5,-10,346.4
2024-06-20,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,288.22,100,416.5,0,0,416.5,0,347,100,46.2,3,357.7
2024-06-21,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,214.64,100,410.2,0,0,410.2,0,393,100,52.4,-14,338.5
2024-06-22,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,261.81,100,404.9,0,0,404.9,0,357,100,47.5,7,382.8
2024-06-23,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,131.45,100,397.2,0,0,397.2,0,360,100,48,-3,349.3
2024-06-24,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,273.37,100,403.4,0,0,403.4,0,353,100,46.9,-1,349.4
2024-06-25,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,140.05,100,420.8,0,0,420.8,0,353,100,46.9,-3,343
2024-06-26,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,175.84,100,429.4,0,0,429.4,0,369,100,49.2,-6,346.9
2024-06-27,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,227.24,100,436,0,0,436,0,366,100,48.7,-2,357
2024-06-28,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,113.66,100,379.5,0,0,379.5,0,419,100,55.7,-15,357.8
2024-06-29,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,211.53,100,297.6,0,45.7,343.3,11,356,86.7,47.4,13,403.5
2024-06-30,2024,6,S2,May-2021,100,1002,0,251,1002,70,751.5,286.92,100,445.2,0,0,445.2,0,319,100,42.4,7,342.6
2024-07-01,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,266.59,100,387.3,0,0,387.3,0,344,100,45.7,-8,314.5
2024-07-02,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,286.24,100,392.7,0,0,392.7,0,334,100,44.5,1,337.6
2024-07-03,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,255.29,100,418.2,0,0,418.2,0,354,100,47.2,-7,331
2024-07-04,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,259.9,100,415.6,0,0,415.6,0,348,100,46.4,-4,335.3
2024-07-05,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,289.65,100,403.1,0,0,403.1,0,403,100,53.6,-16,338.7
2024-07-06,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,287.77,100,391.1,0,0,391.1,0,366,100,48.8,1,368.7
2024-07-07,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,270.31,100,366.2,0,0,366.2,0,350,100,46.6,-3,340.1
2024-07-08,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,267.36,100,455.1,0,0,455.1,0,376,100,50,-13,328.8
2024-07-09,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,278.93,100,408.1,0,0,408.1,0,370,100,49.2,-6,346.1
2024-07-10,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,291,100,430.5,0,0,430.5,0,350,100,46.6,-2,342.4
2024-07-11,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,274.19,100,423.5,0,0,423.5,0,346,100,46,2,351.8
2024-07-12,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,266.25,100,446.6,0,0,446.6,0,382,100,50.9,-11,341.2
2024-07-13,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,253.47,100,454.1,0,0,454.1,0,388,100,51.7,-5,370.5
2024-07-14,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,227.28,100,459.4,0,0,459.4,0,383,100,50.9,-2,376.5
2024-07-15,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,223.19,100,421.5,0,0,421.5,0,413,100,55,-9,377.1
2024-07-16,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,226.19,100,362.2,0,0,362.2,0,389,100,51.8,-2,383.2
2024-07-17,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,243.7,100,425,0,0,425,0,368,100,49,3,377.7
2024-07-18,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,244.76,100,396,0,0,396,0,336,100,44.7,0,335.2
2024-07-19,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,230.76,100,375.6,0,0,375.6,0,354,100,47.1,-9,321.7
2024-07-20,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,223.61,100,397,0,0,397,0,333,100,44.4,5,350.9
2024-07-21,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,128.23,100,378.2,0,0,378.2,0,356,100,47.3,-8,326.1
2024-07-22,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,216.1,100,421.2,0,0,421.2,0,358,100,47.7,-11,320.5
2024-07-23,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,183.67,100,379.3,0,0,379.3,0,365,100,48.5,-9,331.6
2024-07-24,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,167.77,100,247.1,0,0,247.1,0,374,100,49.8,-12,329.5
2024-07-25,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,199.84,100,533.6,0,65.7,599.3,21,343,89,45.6,3,351.9
2024-07-26,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,160.1,100,391.7,0,0,391.7,0,374,100,49.7,-14,320
2024-07-27,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,246,100,389.8,0,0,389.8,0,330,100,44,8,356.9
2024-07-28,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,253.63,100,208.7,0,0,208.7,0,358,100,47.6,-2,349.5
2024-07-29,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,179.19,100,476.6,0,63.3,539.9,20,369,88.3,49.1,-10,331.1
2024-07-30,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,257.05,100,457.4,0,0,457.4,0,369,100,49.2,-5,351.8
2024-07-31,2024,7,S2,May-2021,100,1002,0,251,1002,70,751.5,267.58,100,428.1,0,0,428.1,0,338,100,45,1,342.8
2024-08-01,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,261.06,100,330.8,0,0,330.8,0,370,100,49.2,-15,315.9
2024-08-02,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,258.21,100,435.1,0,0,435.1,0,421,100,56,-19,342
2024-08-03,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,265.16,100,432.6,0,0,432.6,0,342,100,45.5,10,377.7
2024-08-04,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,259.91,100,388,0,0,388,0,338,100,44.9,-2,332.4
2024-08-05,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,245.15,100,395.7,0,0,395.7,0,376,100,50.1,-12,331.9
2024-08-06,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,235.39,100,399.9,0,0,399.9,0,343,100,45.6,1,346.8
2024-08-07,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,212.98,100,438.5,0,0,438.5,0,357,100,47.5,-5,341.1
2024-08-08,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,229.79,100,418.4,0,0,418.4,0,369,100,49,-12,325.2
2024-08-09,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,232.39,100,423.4,0,0,423.4,0,414,100,55.1,-17,345.7
2024-08-10,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,223.08,100,386.4,0,0,386.4,0,361,100,48.1,6,384
2024-08-11,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,218.14,100,386.4,0,0,386.4,0,366,100,48.7,-1,363.9
2024-08-12,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,202.34,100,386.4,0,0,386.4,0,361,100,48.1,-4,345.8
2024-08-13,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,234.13,100,386.4,0,0,386.4,0,353,100,47,-3,342.6
2024-08-14,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,187.28,100,386.4,0,0,386.4,0,373,100,49.6,-11,331.9
2024-08-15,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,213.44,100,386.4,0,0,386.4,0,356,100,47.3,0,354.3
2024-08-16,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,182.34,100,389.3,0,0,389.3,0,380,100,50.5,-5,359.3
2024-08-17,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,208.52,100,388.3,0,0,388.3,0,354,100,47.1,2,360.5
2024-08-18,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,226.98,100,375.2,0,0,375.2,0,342,100,45.5,1,345.7
2024-08-19,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,228.01,100,412.8,0,0,412.8,0,352,100,46.8,-9,320.9
2024-08-20,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,194.41,100,381.9,0,0,381.9,0,328,100,43.7,3,337.3
2024-08-21,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,240.23,100,421.2,0,0,421.2,0,367,100,48.8,-10,330.4
2024-08-22,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,266.33,100,407.8,0,0,407.8,0,345,100,45.9,-3,335.1
2024-08-23,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,237.53,100,423.8,0,0,423.8,0,383,100,51,-14,330.3
2024-08-24,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,253.87,100,374.9,0,0,374.9,0,356,100,47.4,2,364.8
2024-08-25,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,245.17,100,435.9,0,0,435.9,0,346,100,46,2,351.4
2024-08-26,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,256.13,100,393.7,0,0,393.7,0,369,100,49.1,-9,337
2024-08-27,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,250.78,100,398.1,0,0,398.1,0,365,100,48.6,-4,351.2
2024-08-28,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,349.67,100,437,0,0,437,0,385,100,51.2,-11,344.2
2024-08-29,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,243.7,100,403.6,0,0,403.6,0,357,100,47.5,-3,347.5
2024-08-30,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,242.02,100,419,0,0,419,0,401,100,53.3,-15,339.1
2024-08-31,2024,8,S2,May-2021,100,1002,0,251,1002,70,751.5,257.44,100,388,0,0,388,0,348,100,46.3,6,369.9
2024-09-01,2024,9,S2,May-2021,100,1002,0,251,1002,70,751.5,246.19,100,220.8,0,0,220.8,0,361,100,48.1,-6,340.3
2024-09-02,2024,9,S2,May-2021,100,1002,0,251,1002,70,751.5,216.64,100,477.7,0,0,477.7,0,364,100,48.4,-7,338.8
2024-09-03,2024,9,S2,May-2021,100,1002,0,251,1002,70,751.5,236.27,100,497.8,0,0,497.8,0,319,100,42.5,9,348.6
2024-09-04,2024,9,S2,May-2021,100,1002,0,251,1002,70,751.5,215.86,100,417.6,0,0,417.6,0,356,100,47.3,-14,307.4
