Date,Year,Month,Site Region,Commissioning date (YYYY-MM),Planned Uptime (in %),Planned Energy from PV (in kWh),Planned Energy from Hydro (in kWh),Planned Energy from DG (in kWh),Planned Total Energy produced (in kWh),Planned Fuel Consumption (Liters),Expected Energy from PV (in kWh),Actual Irradiation (W/2),Actual Uptime (in %),Actual Energy from PV (kWh),Actual Energy from Hydro (kWh),Actual Energy from DG (kWh),Actual Total Energy produced (in kWh),Actual Fuel Consumption (Liters),Actual Energy Exported to DN (KWh),Actual REF (%),Actual UR (%),Actual Distribution losses (%),Actual Energy Consumption (kWh)
12/12/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,268.48,100.00%,451.0,0,0,451.0,0,541,100.0%,72.0%,-32%,367.5
12/13/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,184.79,100.00%,470.2,0,0,470.2,0,557,100.0%,74.1%,-30%,392.4
12/14/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,133.99,100.00%,464.8,0,0,464.8,0,555,100.0%,73.8%,-29%,392.2
12/15/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,177.52,100.00%,481.3,0,0,481.3,0,538,100.0%,71.6%,-30%,377.8
12/16/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,245.29,100.00%,483.2,0,0,483.2,0,404,100.0%,53.8%,2%,411.9
12/17/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,222.65,100.00%,477.0,0,0,477.0,0,436,100.0%,58.1%,-11%,390.5
12/18/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,209.65,100.00%,475.6,0,0,475.6,0,433,100.0%,57.6%,-3%,418.3
12/19/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,160.81,100.00%,469.9,0,0,469.9,0,407,100.0%,54.1%,2%,415.5
12/20/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,223.73,100.00%,528.9,0,0,528.9,0,427,100.0%,56.9%,-8%,392.6
12/21/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,208.51,100.00%,559.1,0,0,559.1,0,430,100.0%,57.2%,-5%,407.4
12/22/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,215.93,100.00%,541.9,0,0,541.9,0,672,100.0%,89.4%,-39%,410.5
12/23/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,171.74,100.00%,506.7,0,0,506.7,5,469,100.0%,62.5%,1%,474.8
12/24/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,217.47,100.00%,479.2,0,0,479.2,0,483,100.0%,64.3%,-6%,451.7
12/25/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,200.86,100.00%,452.1,0,0,452.1,0,440,100.0%,58.6%,5%,460.7
12/26/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,206.40,100.00%,438.5,0,0,438.5,0,398,100.0%,52.9%,6%,422.7
12/27/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,244.66,100.00%,480.2,0,0,480.2,0,409,100.0%,54.5%,-6%,383.8
12/28/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,231.75,100.00%,452.5,0,0,452.5,0,388,100.0%,51.7%,1%,393.0
12/29/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,179.82,100.00%,528.9,0,0,528.9,0,347,100.0%,46.2%,8%,376.1
12/30/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,231.84,100.00%,458.8,0,0,458.8,0,434,100.0%,57.8%,-7%,402.0
12/31/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,248.15,100.00%,435.0,0,0,435.0,0,421,100.0%,56.0%,-1%,418.2
01/01/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,161.90,100.00%,440.6,0,0,440.6,0,581,100.0%,77.3%,-29%,413.6
01/02/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,229.14,100.00%,406.4,0,0,406.4,0,552,100.0%,73.5%,-31%,379.8
01/03/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,241.92,100.00%,447.7,0,0,447.7,0,375,100.0%,50.0%,2%,383.9
01/04/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,205.76,100.00%,407.5,0,0,407.5,0,526,100.0%,70.1%,-33%,352.2
01/05/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,228.29,100.00%,402.9,0,0,402.9,0,405,100.0%,53.8%,-15%,343.3
01/06/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,222.77,100.00%,413.3,0,0,413.3,0,349,100.0%,46.5%,11%,388.6
01/07/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,190.15,100.00%,426.6,0,0,426.6,0,466,100.0%,62.1%,-27%,339.5
01/08/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,217.78,100.00%,398.5,0,0,398.5,0,373,100.0%,49.7%,-9%,337.8
01/09/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,95.41,100.00%,445.7,0,0,445.7,0,499,100.0%,66.4%,-29%,352.0
01/10/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,212.41,100.00%,489.3,0,0,489.3,0,490,100.0%,65.2%,-28%,354.7
01/11/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,75.36,100.00%,487.7,0,0,487.7,0,537,100.0%,71.5%,-34%,354.5
01/12/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,180.12,100.00%,479.3,0,0,479.3,0,572,100.0%,76.2%,-33%,384.1
01/13/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,193.02,100.00%,445.4,0,0,445.4,0,603,100.0%,80.2%,-29%,428.1
01/14/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,184.49,100.00%,453.1,0,0,453.1,0,583,100.0%,77.6%,-30%,408.1
01/15/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,198.80,100.00%,474.5,0,0,474.5,0,392,100.0%,52.2%,-1%,387.2
01/16/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,203.83,100.00%,428.5,0,0,428.5,0,512,100.0%,68.1%,-27%,375.7
01/17/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,222.43,100.00%,512.7,0,0,512.7,0,358,100.0%,47.7%,17%,418.4
01/18/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,241.28,100.00%,488.6,0,0,488.6,4.95,434,100.0%,57.7%,-19%,351.6
01/19/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,186.07,100.00%,466.5,0,0,466.5,0,609,100.0%,81.0%,-36%,389.4
01/20/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,224.48,100.00%,460.5,0,0,460.5,0,415,100.0%,55.3%,6%,440.8
01/21/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,179.52,100.00%,466.2,0,0,466.2,0,472,100.0%,62.8%,-14%,404.9
01/22/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,170.32,100.00%,459.6,0,0,459.6,0,455,100.0%,60.5%,-13%,394.6
01/23/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,162.70,100.00%,459.7,0,0,459.7,0,544,100.0%,72.4%,-29%,384.8
01/24/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,162.12,100.00%,487.5,0,0,487.5,0,573,100.0%,76.3%,-32%,390.1
01/25/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,223.67,100.00%,460.4,0,0,460.4,0,561,100.0%,74.6%,-32%,383.2
01/26/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,220.25,100.00%,442.2,0,0,442.2,0,584,100.0%,77.8%,-31%,401.0
01/27/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,168.98,100.00%,424.0,0,0,424.0,0,376,100.0%,50.0%,10%,413.9
01/28/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,201.42,100.00%,410.6,0,0,410.6,0,544,100.0%,72.4%,-31%,373.7
01/29/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,138.62,100.00%,385.5,0,0,385.5,0,475,100.0%,63.2%,-22%,368.5
01/30/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,186.83,100.00%,423.0,0,0,423.0,0,467,100.0%,62.1%,-26%,347.5
01/31/2024,2024,1,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,116.35,100.00%,458.0,0,0,458.0,0,474,100.0%,63.0%,-26%,351.7
02/01/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,160.61,100.00%,463.2,0,0,463.2,0,533,100.0%,70.9%,-37%,337.4
02/02/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,212.43,100.00%,472.0,0,0,472.0,0,399,100.0%,53.0%,-7%,370.2
02/03/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,203.46,100.00%,444.0,0,0,444.0,0,455,100.0%,60.5%,-16%,380.7
02/04/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,116.68,100.00%,444.5,0,0,444.5,0,531,100.0%,70.6%,-23%,409.5
02/05/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,191.80,100.00%,468.1,0,0,468.1,0,385,100.0%,51.2%,2%,390.8
02/06/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,128.44,100.00%,474.3,0,0,474.3,0,385,100.0%,51.2%,-5%,364.5
02/07/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,195.43,100.00%,542.3,0,0,542.3,0,567,100.0%,75.5%,-29%,400.2
02/08/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,206.23,100.00%,492.1,0,0,492.1,0,591,100.0%,78.7%,-35%,385.4
02/09/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,115.68,100.00%,436.4,0,0,436.4,0,650,100.0%,86.4%,-35%,421.7
02/10/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,166.77,100.00%,454.9,0,0,454.9,0,357,100.0%,47.5%,23%,437.6
02/11/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,216.23,100.00%,363.0,0,0,363.0,0,395,100.0%,52.6%,2%,405.1
02/12/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,222.64,100.00%,578.8,0,0,578.8,0,568,100.0%,75.6%,-33%,379.3
02/13/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,128.73,100.00%,413.5,0,0,413.5,0,485,100.0%,64.5%,-18%,399.0
02/14/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,168.17,100.00%,491.0,0,0,491.0,0,638,100.0%,84.8%,-38%,394.5
02/15/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,117.00,100.00%,487.5,0,0,487.5,5,532,100.0%,70.8%,-30%,372.7
02/16/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,220.30,100.00%,438.6,0,0,438.6,0,424,100.0%,56.4%,-11%,378.9
02/17/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,127.64,100.00%,449.3,0,0,449.3,0,530,100.0%,70.6%,-22%,412.1
02/18/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,103.82,100.00%,444.2,0,0,444.2,0,405,100.0%,53.8%,-2%,398.4
02/19/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,110.91,100.00%,469.0,0,0,469.0,0,383,100.0%,51.0%,1%,387.5
02/20/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,173.13,100.00%,478.5,0,0,478.5,0,530,100.0%,70.5%,-30%,368.9
02/21/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,227.28,100.00%,479.9,0,0,479.9,0,392,100.0%,52.2%,0%,391.1
02/22/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,157.72,100.00%,476.7,0,0,476.7,0,592,100.0%,78.8%,-31%,409.4
02/23/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,167.60,100.00%,491.8,0,0,491.8,0,539,100.0%,71.7%,-25%,406.1
02/24/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,223.25,100.00%,421.3,0,0,421.3,0,435,100.0%,57.9%,-4%,416.0
02/25/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,221.60,100.00%,451.5,0,0,451.5,0,585,100.0%,77.8%,-30%,407.0
02/26/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,57.20,100.00%,452.4,0,0,452.4,0,375,100.0%,49.9%,8%,405.5
02/27/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,176.85,100.00%,365.4,0,0,365.4,0,467,100.0%,62.1%,-22%,366.1
02/28/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,134.56,100.00%,502.3,0,0,502.3,0,538,100.0%,71.6%,-27%,391.4
02/29/2024,2024,2,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,187.44,100.00%,497.9,0,0,497.9,0,504,100.0%,67.1%,-29%,356.1
03/01/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,48.39,100.00%,453.7,0,0,453.7,0,550,100.0%,73.2%,-36%,354.3
03/02/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,112.77,100.00%,420.8,0,0,420.8,0,568,100.0%,75.5%,-27%,413.6
03/03/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,219.42,100.00%,449.5,0,0,449.5,0,512,100.0%,68.1%,-21%,402.1
03/04/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,302.62,100.00%,447.5,0,0,447.5,0,445,100.0%,59.2%,-15%,378.4
03/05/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,79.35,100.00%,500.2,0,0,500.2,0,513,100.0%,68.3%,-27%,373.0
03/06/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,126.44,100.00%,537.0,0,0,537.0,0,540,100.0%,71.9%,-29%,384.1
03/07/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,109.14,100.00%,475.7,0,0,475.7,0,580,100.0%,77.1%,-32%,396.7
03/08/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,247.24,100.00%,442.5,0,0,442.5,0,534,100.0%,71.1%,-18%,436.8
03/09/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,155.96,100.00%,448.8,0,0,448.8,0,403,100.0%,53.7%,10%,445.2
03/10/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,244.79,100.00%,458.6,0,1.4,460.0,1.3,422,99.7%,56.2%,-6%,396.9
03/11/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,271.11,100.00%,452.9,0,0,452.9,0,338,100.0%,44.9%,5%,353.5
03/12/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,184.94,100.00%,464.4,0,0,464.4,0,412,100.0%,54.8%,-8%,378.3
03/13/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,153.61,100.00%,487.5,0,0,487.5,0,576,100.0%,76.6%,-32%,392.9
03/14/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,221.99,100.00%,453.5,0,0,453.5,0,360,100.0%,47.9%,7%,385.7
03/15/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,230.40,100.00%,486.2,0,0,486.2,0,546,100.0%,72.6%,-28%,394.8
03/16/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,190.38,100.00%,467.7,0,0,467.7,0,548,100.0%,72.9%,-24%,415.1
03/17/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,235.38,100.00%,452.7,0,0,452.7,0,550,100.0%,73.2%,-27%,399.9
03/18/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,72.18,100.00%,451.0,0,0,451.0,0,558,100.0%,74.3%,-28%,401.9
03/19/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,192.43,100.00%,453.2,0,0,453.2,0,515,100.0%,68.5%,-25%,385.8
03/20/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,185.44,100.00%,522.5,0,0,522.5,0,515,100.0%,68.5%,-26%,382.0
03/21/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,203.86,100.00%,463.5,0,0,463.5,0,515,100.0%,68.5%,-24%,
03/22/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,84.72,100.00%,452.1,0,0,452.1,0,569,100.0%,75.6%,-25%,393.0
03/23/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,124.92,100.00%,443.4,0,0,443.4,0,530,100.0%,70.5%,-24%,426.4
03/24/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,246.01,100.00%,447.8,0,0,447.8,0,402,100.0%,53.5%,-4%,401.9
03/25/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,186.61,100.00%,439.6,0,0,439.6,0,399,100.0%,53.1%,-4%,383.9
03/26/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,226.16,100.00%,464.3,0,0,464.3,0,382,100.0%,50.9%,-4%,381.8
03/27/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,219.18,100.00%,461.5,0,0,461.5,0,392,100.0%,52.1%,-3%,368.6
03/28/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,237.20,100.00%,563.2,0,0,563.2,0,420,100.0%,55.8%,-2%,378.3
03/29/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,153.37,100.00%,401.6,0,0,401.6,0,463,100.0%,61.6%,-4%,410.0
03/30/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,179.97,100.00%,397.0,0,0,397.0,0,402,100.0%,53.5%,-4%,446.0
03/31/2024,2024,3,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,249.93,100.00%,379.0,0,0,379.0,0,359,100.0%,47.7%,-2%,384.5
04/01/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,267.59,100.00%,423.3,0,0,423.3,0,339,100.0%,45.1%,4%,350.9
04/02/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,140.67,100.00%,411.3,0,0,411.3,5,339,100.0%,45.2%,-3%,330.1
04/03/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,153.58,100.00%,464.6,0,0,464.6,0,385,100.0%,51.3%,-14%,330.7
04/04/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,153.58,100.00%,411.2,0,0,411.2,1,385,100.0%,51.2%,-3%,372.5
04/05/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,260.02,100.00%,459.8,0,0,459.8,0,413,100.0%,55.0%,-10%,371.5
04/06/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,50.04,100.00%,426.9,0,0,426.9,0,362,100.0%,48.2%,10%,399.7
04/07/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,163.20,100.00%,423.3,0,0,423.3,0,375,100.0%,49.9%,-6%,351.3
04/08/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,252.06,100.00%,425.8,0,0,425.8,0,365,100.0%,48.5%,0%,363.3
04/09/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,239.91,100.00%,462.8,0,0,462.8,0,388,100.0%,51.6%,-9%,353.1
04/10/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,232.41,100.00%,501.8,0,0,501.8,0,377,100.0%,50.2%,-1%,373.1
04/11/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,250.45,100.00%,437.4,0,0,437.4,0,428,100.0%,57.0%,-15%,364.4
04/12/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,287.49,100.00%,422.7,0,0,422.7,0,426,100.0%,56.7%,-14%,365.1
04/13/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,275.28,100.00%,419.1,0,0,419.1,0,379,100.0%,50.4%,8%,410.3
04/14/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,222.86,100.00%,433.0,0,0,433.0,0,360,100.0%,48.0%,2%,366.5
04/15/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,121.45,100.00%,414.2,0,0,414.2,0,387,100.0%,51.4%,-10%,347.5
04/16/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,245.73,100.00%,406.3,0,0,406.3,0,370,100.0%,49.2%,1%,375.1
04/17/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,197.18,100.00%,464.9,0,0,464.9,0,360,100.0%,47.9%,1%,363.4
04/18/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,173.51,100.00%,417.7,0,0,417.7,0,363,100.0%,48.3%,-3%,351.3
04/19/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,264.20,100.00%,429.8,0,0,429.8,0,414,100.0%,55.1%,-14%,355.5
04/20/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,287.88,100.00%,457.1,0,0,457.1,0,361,100.0%,48.0%,11%,399.1
04/21/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,164.49,100.00%,419.5,0,0,419.5,0,386,100.0%,51.4%,-10%,346.4
04/22/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,280.64,100.00%,430.7,0,0,430.7,0,394,100.0%,52.5%,-6%,372.4
04/23/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,246.13,100.00%,428.1,0,0,428.1,0,372,100.0%,49.5%,3%,383.4
04/24/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,237.88,100.00%,441.8,0,0,441.8,0,380,100.0%,50.6%,-5%,362.4
04/25/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,194.66,100.00%,462.6,0,0,462.6,0,381,100.0%,50.7%,-3%,367.7
04/26/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,207.34,100.00%,448.3,0,0,448.3,0,411,100.0%,54.6%,-9%,373.6
04/27/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,230.44,100.00%,449.8,0,0,449.8,0,547,100.0%,72.8%,-27%,398.5
04/28/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,297.76,100.00%,415.7,0,0,415.7,0,393,100.0%,52.2%,-3%,379.6
04/29/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,253.80,100.00%,426.5,0,0,426.5,0,395,100.0%,52.5%,-5%,375.8
04/30/2024,2024,4,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,205.43,100.00%,395.3,0,0,395.3,0,363,100.0%,48.4%,5%,380.2
05/01/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,218.36,100.00%,438.8,0,0,438.8,0,363,100.0%,48.3%,-1%,357.8
05/02/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,215.13,100.00%,433.7,0,0,433.7,0,358,100.0%,47.6%,-2%,352.0
05/03/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,207.86,100.00%,453.5,0,0,453.5,0,388,100.0%,51.7%,-10%,350.3
05/04/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,136.43,100.00%,421.4,0,0,421.4,0,395,100.0%,52.6%,-4%,379.4
05/05/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,181.59,100.00%,457.3,0,0,457.3,0,383,100.0%,50.9%,1%,385.9
05/06/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,228.45,100.00%,483.3,0,0,483.3,0,397,100.0%,52.8%,-8%,366.2
05/07/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,114.29,100.00%,414.4,0,0,414.4,0,401,100.0%,53.4%,-2%,392.1
05/08/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,198.74,100.00%,455.6,0,0,455.6,0,394,100.0%,52.4%,-1%,391.2
05/09/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,225.67,100.00%,436.7,0,0,436.7,0,377,100.0%,50.2%,0%,376.4
05/10/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,310.85,100.00%,456.5,0,0,456.5,0,416,100.0%,55.3%,-11%,368.3
05/11/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,222.21,100.00%,399.4,0,0,399.4,0,375,100.0%,49.9%,7%,401.2
05/12/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,293.40,100.00%,475.6,0,0,475.6,0,405,100.0%,53.8%,-9%,366.5
05/13/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,141.09,100.00%,420.6,0,0,420.6,0,387,100.0%,51.5%,1%,391.3
05/14/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,198.74,100.00%,427.0,0,0,427.0,0,365,100.0%,48.6%,3%,374.6
05/15/2024,2024,5,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,271.92,100.00%,491.9,0,0,491.9,0,378,100.0%,50.3%,-7%,350.3
